Author_Name,review_text,commentTimestamp,postCommentsCount,postLikesCount,user_id,product_id,review_text_cleaned,Sentiment_Score,Sentiment
Neha Srivastava Bhat,Lovely â¤ï¸  best wi,2025-04-21T10:53:44.000Z,41.0,200,Neha Srivastava Bhat - Lovely â¤ï¸  best ,ARCHANAS-FOOD,Lovely ❤️  best wi,0.8402,Positive
Manjunath Manju,Welcome back now how are you madam,2025-04-21T16:09:40.000Z,41.0,200,Manjunath Manju - Welcome back now how,ARCHANAS-FOOD,Welcome back now how are you madam,0.4588,Positive
Kinnari Sharma,Welcome back Archanað,2025-04-21T12:13:53.000Z,41.0,200,Kinnari Sharma - Welcome back Archana,ARCHANAS-FOOD,Welcome back Archana,0.4588,Positive
Pradeepa S,Happy to see u back mam,2025-04-21T11:01:21.000Z,41.0,200,Pradeepa S - Happy to see u back ,ARCHANAS-FOOD,Happy to see u back mam,0.5719,Positive
Exclusive home made degine,Masallah Happy to see ur smile ðð,2025-09-10T12:54:15.000Z,41.0,200,Exclusive home made degine - Masallah Happy to se,ARCHANAS-FOOD,Masallah Happy to see ur smile 😊😊,0.7351,Positive
Archana's Kitchen,Renu Lal Narasimham ð,2024-09-04T15:46:48.000Z,82.0,312,Archana's Kitchen - Renu Lal Narasimham ,ARCHANAS-FOOD,Renu Lal Narasimham ,0.0,Neutral
Archana's Kitchen,"Aparna Swamy https://www.archanaskitchen.com/gujarati-tawa-handvo-recipe-with-sweet-corn

Here you go",2024-09-04T16:30:14.000Z,82.0,312,Archana's Kitchen - Aparna Swamy https:/,ARCHANAS-FOOD,"Aparna Swamy https://www.archanaskitchen.com/gujarati-tawa-handvo-recipe-with-sweet-corn

Here you go",0.0,Neutral
Archana's Kitchen,Rizwana A. Udawala thank you,2024-09-04T17:19:37.000Z,82.0,312,Archana's Kitchen - Rizwana A. Udawala t,ARCHANAS-FOOD,Rizwana A. Udawala thank you,0.3612,Positive
Iftekhar,Oo really? We miss u alot,2024-09-04T15:32:54.000Z,82.0,312,Iftekhar - Oo really? We miss u,ARCHANAS-FOOD,Oo really? We miss u alot,-0.2212,Negative
Dale Pereira,Welcome.back.archana,2024-09-04T15:31:55.000Z,82.0,312,Dale Pereira - Welcome.back.archana,ARCHANAS-FOOD,Welcome.back.archana,0.0,Neutral
Archana Ranjan,New hair style suits uâ,2024-09-04T15:20:56.000Z,82.0,312,Archana Ranjan - New hair style suits,ARCHANAS-FOOD,New hair style suits u,0.0,Neutral
Archana Doshi,Monica Minhas https://amzn.to/4bmbTIL,2024-05-08T14:24:50.000Z,61.0,212,Archana Doshi - Monica Minhas https:,ARCHANAS-FOOD,Monica Minhas https://amzn.to/4bmbTIL,0.0,Neutral
Archana Doshi,Monica Minhas thank you ð,2024-05-08T14:35:07.000Z,61.0,212,Archana Doshi - Monica Minhas thank ,ARCHANAS-FOOD,Monica Minhas thank you ,0.3612,Positive
Archana Doshi,Mona Kamdar thank you ð,2024-05-08T14:34:51.000Z,61.0,212,Archana Doshi - Mona Kamdar thank yo,ARCHANAS-FOOD,Mona Kamdar thank you ,0.3612,Positive
Archana's Kitchen,=,,,,,,=,0.0,Neutral
,2024-09-04T15:46:42.000Z,82,312.0,Archana's Kitchen - ð,ARCHANAS-FOOD,,2024-09-04T15:46:42.000Z,0.0,Neutral
Archana's Kitchen,Iftekhar ð,2024-09-05T00:59:29.000Z,82.0,312,Archana's Kitchen - Iftekhar ð,ARCHANAS-FOOD,Iftekhar ,0.0,Neutral
Archana's Kitchen,Yamini Kohli ð,2024-09-05T00:59:50.000Z,82.0,312,Archana's Kitchen - Yamini Kohli ð,ARCHANAS-FOOD,Yamini Kohli ,0.0,Neutral
Archana Doshi,Archana Ranjan thank you :),2024-09-04T15:27:26.000Z,82.0,312,Archana Doshi - Archana Ranjan thank,ARCHANAS-FOOD,Archana Ranjan thank you :),0.6705,Positive
Ragini Singh,Written  recipe please,2024-03-13T09:05:07.000Z,2.0,28,Ragini Singh - Written  recipe plea,ARCHANAS-FOOD,Written  recipe please,0.3182,Positive
Archana Doshi,Garima Sharma Anand thank you,2024-05-08T14:36:02.000Z,61.0,212,Archana Doshi - Garima Sharma Anand ,ARCHANAS-FOOD,Garima Sharma Anand thank you,0.3612,Positive
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
,,,,,,,,0.0,Neutral
